4943,27478269,New apartment! Very clean room! 5-1t,48474638,é™³,,Chuo Ku,35.66953,139.77763,Entire home/apt,10035,1,43,21/09/2019,3.16,43,53
700,11707373,3BEDROOMS with GOLDEN TEAROOM @ ROPPONGI 2MIN,62230357,Mayu&Tak,,Minato Ku,35.66461,139.74516,Entire home/apt,21580,3,123,23/08/2019,2.9,1,35
2098,20196980,Asakusa House! Very quiet place! Wi-Fi free!,43545623,Akira,,Taito Ku,35.72182,139.79818,Entire home/apt,18019,2,47,27/07/2019,1.81,7,142
10980,36040234,Super Popular Ueno Area!3min to Sta!MK069,271144428,Ami And Jun,,Taito Ku,35.71251,139.7776,Entire home/apt,29996,1,3,31/07/2019,1.02,1,101
714,11853675,AA3 IKEBUKURO Station C6 EXIT 5min,36763683,Noboru,,Toshima Ku,35.73502,139.71056,Entire home/apt,6042,1,107,10/09/2019,2.61,9,45
9193,33453804,ã€NEW OPENã€‘Ryogoku Sta. 1 min! 3 bed rooms!,242599522,Keiji,,Sumida Ku,35.69547,139.79852,Entire home/apt,14998,1,22,16/09/2019,3.86,5,134
975,14064796,Airport pick-up service&Asakusa New house,21004633,Yoshi,,Taito Ku,35.71719,139.79714,Entire home/apt,40031,1,272,25/09/2019,7.48,4,194
7238,30824602,"S&H: Cozy Tatami Studio in Tama, near Teikyo Univ.",29543799,Satoshi & Hitomi,,Tama Shi,35.63794,139.43643,Entire home/apt,4748,30,3,17/08/2019,0.49,5,212
2121,20313696,â˜…Subway 2min Skytreeï½¥6min Asakusaâ˜…Pocket Wifi -201,131595566,Charles Family,,Sumida Ku,35.71139,139.81624,Entire home/apt,7985,1,24,25/08/2019,1,8,180
7334,30964848,2min walk to Meguro Sta! Modern Studioâ˜†FreeWiFi,231246601,Commu,,Shinagawa Ku,35.63396,139.7171,Entire home/apt,15969,1,31,23/09/2019,3.42,1,10
8650,32790716,BC901 Skytree/Airportâ‡„Room/WiFi/Asakusa area,245678060,May,,Taito Ku,35.7024,139.78631,Entire home/apt,19962,1,28,17/09/2019,4.22,19,52
10517,35321305,ã€West Coastã€‘6min Sta. Modern Aptâ˜†FreePocketWIFI#22,207047079,Nao,,Ota Ku,35.57556,139.73346,Entire home/apt,4963,2,15,20/09/2019,4.5,5,325
11602,37097779,#4ã€NEW OPEN!ã€‘CLOSE TO SKYTREE! WITH ELEVATOR!,269966399,Plays,,Katsushika Ku,35.7413,139.84909,Entire home/apt,18019,1,1,16/09/2019,1,6,176
3159,23310893,2ppl 1Bed 1Sofa FreeWiFi Kitchen Shibuya Shinagawa,169225525,The Aoca Tokyo Sanno,,Ota Ku,35.58488,139.72398,Entire home/apt,22012,2,19,09/09/2019,1.04,14,92
5607,28591621,DoMo J902_4 min walk to East Shinjuku Station,30324135,DoMo,,Shinjuku Ku,35.69996,139.70674,Entire home/apt,11977,1,26,30/07/2019,2.18,41,18
8663,32796484,Great Access3 min walk to Sta Near Tokyo Tower#302,214755484,Beacon,,Minato Ku,35.65779,139.75669,Entire home/apt,7014,2,19,23/09/2019,3.73,5,324
2373,20919092,"ç‰¹ä»·4:æ¨±èŠ±è‹‘æ—…é¦†,ç§‹å¶åŽŸ,Japanese Style,SAKURA GARDEN HOTEL",134662329,Steve,,Chiyoda Ku,35.69771,139.7819,Entire home/apt,11977,1,3,08/08/2018,0.18,7,351
5494,28393580,â˜…Asakusa Guest houseâ˜…Max 10pplâ˜…1mins  stationâ˜…,214352025,Meiying,,Taito Ku,35.71952,139.7831,Entire home/apt,19854,2,42,23/09/2019,3.53,1,63
6882,30358014,"M6 Near Tokyo Stn, Morishita 1min",227941688,Sita,,Koto Ku,35.687,139.80004,Entire home/apt,9387,1,28,15/09/2019,2.99,15,287
822,12910211,"Gorgeous 2BD, close to Shibuya 41032inst.",6591488,Leo,,Minato Ku,35.66218,139.72326,Entire home/apt,14027,30,12,03/01/2018,0.34,2,323
2372,20915580,NEW Ebisu Aprt!4BR:Shibuya JReasyAccess/FreeWiFi,63009173,Res,,Shibuya Ku,35.64543,139.71263,Entire home/apt,18019,30,20,10/09/2019,0.89,2,125
